'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:03.183',-0.062,-1.187,-1.125,0.625,0.531,-1.156,0.167,0.168,0.432,0.080,-0.331,0.036,-0.357,-0.668,0.076
'0:03.184',-0.064,-1.188,-1.124,0.626,0.530,-1.156,0.166,0.164,0.430,0.074,-0.334,0.032,-0.360,-0.663,0.082
'0:03.185',-0.069,-1.189,-1.121,0.628,0.526,-1.155,0.164,0.163,0.428,0.072,-0.336,0.028,-0.362,-0.655,0.079
'0:03.186',-0.057,-1.182,-1.125,0.619,0.534,-1.153,0.163,0.164,0.431,0.074,-0.335,0.029,-0.360,-0.656,0.073
'0:03.187',-0.056,-1.183,-1.128,0.619,0.536,-1.155,0.163,0.165,0.431,0.075,-0.336,0.029,-0.361,-0.667,0.074
'0:03.188',-0.065,-1.188,-1.123,0.626,0.529,-1.155,0.164,0.164,0.428,0.071,-0.339,0.027,-0.365,-0.664,0.076
'0:03.189',-0.071,-1.189,-1.118,0.630,0.523,-1.153,0.169,0.164,0.429,0.072,-0.339,0.027,-0.368,-0.666,0.068
'0:03.190',-0.074,-1.191,-1.117,0.632,0.521,-1.153,0.169,0.163,0.428,0.072,-0.341,0.028,-0.367,-0.665,0.071
'0:03.191',-0.071,-1.192,-1.120,0.631,0.524,-1.155,0.167,0.163,0.427,0.070,-0.343,0.025,-0.367,-0.657,0.078
'0:03.192',-0.066,-1.194,-1.129,0.629,0.531,-1.161,0.166,0.162,0.426,0.069,-0.341,0.024,-0.364,-0.660,0.082
'0:03.193',-0.065,-1.194,-1.130,0.629,0.533,-1.162,0.166,0.162,0.426,0.070,-0.341,0.026,-0.362,-0.659,0.082
'0:03.194',-0.070,-1.193,-1.123,0.631,0.527,-1.159,0.169,0.162,0.426,0.070,-0.342,0.025,-0.368,-0.658,0.079
'0:03.195',-0.070,-1.192,-1.122,0.630,0.526,-1.157,0.172,0.162,0.425,0.070,-0.343,0.022,-0.371,-0.660,0.080
'0:03.196',-0.066,-1.185,-1.119,0.625,0.527,-1.153,0.170,0.162,0.425,0.070,-0.343,0.022,-0.370,-0.659,0.079
'0:03.197',-0.064,-1.183,-1.119,0.624,0.527,-1.151,0.168,0.161,0.423,0.068,-0.345,0.019,-0.367,-0.658,0.081
'0:03.198',-0.071,-1.192,-1.121,0.631,0.525,-1.157,0.167,0.160,0.422,0.067,-0.343,0.020,-0.368,-0.660,0.079
'0:03.199',-0.070,-1.192,-1.123,0.631,0.526,-1.157,0.168,0.161,0.423,0.067,-0.344,0.019,-0.370,-0.661,0.077
'0:03.200',-0.065,-1.192,-1.127,0.628,0.531,-1.159,0.166,0.161,0.425,0.067,-0.346,0.018,-0.372,-0.662,0.077
'0:03.201',-0.070,-1.194,-1.125,0.632,0.528,-1.160,0.168,0.160,0.423,0.066,-0.345,0.018,-0.373,-0.673,0.074
'0:03.202',-0.066,-1.188,-1.123,0.626,0.529,-1.155,0.173,0.161,0.423,0.066,-0.345,0.019,-0.372,-0.675,0.074
'0:03.203',-0.065,-1.188,-1.123,0.626,0.529,-1.155,0.165,0.159,0.421,0.065,-0.345,0.018,-0.373,-0.666,0.079
'0:03.204',-0.069,-1.188,-1.119,0.628,0.525,-1.153,0.164,0.160,0.420,0.063,-0.346,0.017,-0.373,-0.660,0.080
'0:03.205',-0.074,-1.187,-1.113,0.630,0.519,-1.150,0.165,0.160,0.422,0.060,-0.346,0.015,-0.374,-0.657,0.079
'0:03.206',-0.080,-1.191,-1.111,0.635,0.516,-1.151,0.166,0.154,0.418,0.058,-0.348,0.013,-0.377,-0.658,0.080
'0:03.207',-0.073,-1.186,-1.113,0.629,0.520,-1.149,0.167,0.154,0.416,0.058,-0.350,0.012,-0.375,-0.661,0.079
'0:03.208',-0.071,-1.184,-1.113,0.627,0.521,-1.149,0.165,0.154,0.417,0.058,-0.349,0.013,-0.373,-0.662,0.082
'0:03.209',-0.070,-1.188,-1.118,0.629,0.524,-1.153,0.169,0.157,0.419,0.061,-0.344,0.018,-0.371,-0.662,0.082
'0:03.210',-0.071,-1.192,-1.121,0.631,0.525,-1.157,0.166,0.157,0.419,0.060,-0.347,0.015,-0.372,-0.662,0.079
'0:03.211',-0.073,-1.194,-1.120,0.633,0.523,-1.157,0.167,0.157,0.420,0.058,-0.349,0.015,-0.373,-0.659,0.078
'0:03.212',-0.070,-1.193,-1.122,0.631,0.526,-1.157,0.170,0.160,0.423,0.063,-0.343,0.022,-0.368,-0.661,0.076
'0:03.213',-0.071,-1.189,-1.117,0.630,0.523,-1.153,0.167,0.158,0.419,0.059,-0.345,0.018,-0.370,-0.661,0.076
'0:03.214',-0.070,-1.184,-1.114,0.627,0.522,-1.149,0.167,0.157,0.417,0.060,-0.347,0.018,-0.371,-0.665,0.077
'0:03.215',-0.071,-1.189,-1.118,0.630,0.523,-1.153,0.171,0.159,0.421,0.065,-0.344,0.022,-0.371,-0.670,0.076
'0:03.216',-0.072,-1.192,-1.120,0.632,0.524,-1.156,0.171,0.159,0.420,0.064,-0.344,0.023,-0.372,-0.665,0.075
'0:03.217',-0.065,-1.188,-1.123,0.626,0.529,-1.155,0.169,0.160,0.420,0.066,-0.343,0.025,-0.368,-0.663,0.073
'0:03.218',-0.071,-1.194,-1.123,0.632,0.526,-1.158,0.167,0.158,0.419,0.062,-0.345,0.023,-0.371,-0.664,0.072
'0:03.219',-0.074,-1.194,-1.121,0.634,0.523,-1.157,0.168,0.156,0.418,0.060,-0.346,0.022,-0.370,-0.667,0.073
'0:03.220',-0.070,-1.190,-1.121,0.629,0.526,-1.155,0.169,0.157,0.419,0.061,-0.347,0.021,-0.368,-0.672,0.076
'0:03.221',-0.068,-1.189,-1.121,0.628,0.526,-1.155,0.168,0.158,0.417,0.062,-0.350,0.018,-0.371,-0.672,0.081
'0:03.222',-0.069,-1.188,-1.119,0.628,0.525,-1.153,0.169,0.159,0.419,0.066,-0.347,0.018,-0.372,-0.670,0.079
'0:03.223',-0.074,-1.190,-1.117,0.632,0.521,-1.154,0.172,0.159,0.421,0.065,-0.347,0.019,-0.373,-0.673,0.077
'0:03.224',-0.072,-1.190,-1.119,0.631,0.523,-1.155,0.168,0.155,0.418,0.062,-0.349,0.018,-0.370,-0.670,0.079
'0:03.225',-0.072,-1.187,-1.115,0.629,0.521,-1.151,0.167,0.153,0.416,0.060,-0.352,0.016,-0.369,-0.661,0.080
'0:03.226',-0.071,-1.187,-1.116,0.629,0.523,-1.151,0.165,0.154,0.416,0.059,-0.353,0.015,-0.371,-0.657,0.082
'0:03.227',-0.070,-1.189,-1.119,0.629,0.524,-1.154,0.161,0.153,0.415,0.054,-0.356,0.012,-0.374,-0.658,0.082
'0:03.228',-0.071,-1.190,-1.119,0.630,0.524,-1.155,0.169,0.152,0.416,0.055,-0.359,0.011,-0.376,-0.662,0.081
'0:03.229',-0.073,-1.190,-1.117,0.631,0.521,-1.153,0.168,0.153,0.415,0.056,-0.360,0.009,-0.377,-0.660,0.077
'0:03.230',-0.077,-1.190,-1.113,0.633,0.518,-1.151,0.166,0.153,0.413,0.053,-0.361,0.006,-0.379,-0.657,0.076
'0:03.231',-0.075,-1.190,-1.115,0.632,0.520,-1.153,0.167,0.155,0.417,0.056,-0.358,0.011,-0.374,-0.660,0.077
'0:03.232',-0.071,-1.190,-1.118,0.630,0.523,-1.154,0.166,0.156,0.419,0.055,-0.358,0.010,-0.374,-0.660,0.077
'0:03.233',-0.075,-1.195,-1.120,0.634,0.523,-1.158,0.166,0.153,0.416,0.052,-0.361,0.007,-0.378,-0.663,0.082
'0:03.234',-0.078,-1.197,-1.119,0.637,0.520,-1.158,0.164,0.153,0.415,0.053,-0.360,0.009,-0.380,-0.670,0.083
'0:03.235',-0.075,-1.192,-1.116,0.633,0.520,-1.153,0.167,0.153,0.413,0.053,-0.361,0.007,-0.383,-0.668,0.082
'0:03.236',-0.074,-1.188,-1.113,0.630,0.520,-1.151,0.168,0.152,0.412,0.051,-0.361,0.008,-0.383,-0.669,0.083
'0:03.237',-0.071,-1.189,-1.118,0.630,0.523,-1.153,0.168,0.151,0.413,0.052,-0.361,0.009,-0.382,-0.669,0.082
'0:03.238',-0.071,-1.188,-1.117,0.629,0.523,-1.153,0.168,0.152,0.414,0.054,-0.359,0.011,-0.379,-0.662,0.081
'0:03.239',-0.069,-1.185,-1.115,0.626,0.523,-1.151,0.166,0.154,0.415,0.056,-0.357,0.013,-0.378,-0.662,0.079
'0:03.240',-0.067,-1.183,-1.116,0.625,0.524,-1.149,0.166,0.152,0.415,0.056,-0.355,0.011,-0.378,-0.662,0.078
'0:03.241',-0.062,-1.181,-1.119,0.621,0.528,-1.149,0.167,0.155,0.416,0.058,-0.353,0.013,-0.375,-0.661,0.079
'0:03.242',-0.063,-1.187,-1.124,0.625,0.530,-1.155,0.169,0.159,0.416,0.060,-0.353,0.014,-0.374,-0.664,0.083
'0:03.243',-0.070,-1.188,-1.118,0.629,0.524,-1.153,0.166,0.155,0.415,0.056,-0.354,0.011,-0.375,-0.666,0.081
'0:03.244',-0.073,-1.188,-1.115,0.631,0.521,-1.153,0.166,0.152,0.415,0.053,-0.354,0.010,-0.377,-0.663,0.077
'0:03.245',-0.074,-1.190,-1.116,0.632,0.521,-1.153,0.167,0.153,0.414,0.054,-0.352,0.013,-0.375,-0.663,0.076
'0:03.246',-0.071,-1.188,-1.117,0.630,0.523,-1.153,0.169,0.153,0.417,0.058,-0.348,0.015,-0.374,-0.667,0.074
'0:03.247',-0.073,-1.190,-1.117,0.631,0.522,-1.153,0.169,0.155,0.418,0.058,-0.348,0.016,-0.376,-0.667,0.074
'0:03.248',-0.075,-1.192,-1.117,0.633,0.521,-1.155,0.168,0.155,0.417,0.057,-0.350,0.015,-0.376,-0.670,0.074
'0:03.249',-0.073,-1.190,-1.117,0.632,0.522,-1.154,0.170,0.157,0.420,0.059,-0.349,0.016,-0.376,-0.673,0.077
'0:03.250',-0.074,-1.190,-1.115,0.632,0.521,-1.153,0.170,0.158,0.420,0.057,-0.351,0.015,-0.379,-0.669,0.079
'0:03.251',-0.077,-1.194,-1.117,0.635,0.520,-1.155,0.169,0.153,0.415,0.052,-0.354,0.013,-0.380,-0.665,0.079
'0:03.252',-0.079,-1.194,-1.115,0.636,0.518,-1.155,0.168,0.150,0.412,0.049,-0.358,0.011,-0.379,-0.664,0.076
'0:03.253',-0.078,-1.192,-1.114,0.634,0.518,-1.153,0.169,0.152,0.413,0.050,-0.358,0.009,-0.382,-0.666,0.073
'0:03.254',-0.079,-1.195,-1.117,0.636,0.519,-1.156,0.170,0.152,0.413,0.051,-0.358,0.009,-0.384,-0.669,0.077
'0:03.255',-0.080,-1.196,-1.117,0.638,0.519,-1.157,0.171,0.153,0.415,0.054,-0.357,0.011,-0.384,-0.670,0.079
'0:03.256',-0.074,-1.194,-1.120,0.634,0.523,-1.157,0.171,0.157,0.418,0.056,-0.355,0.011,-0.384,-0.674,0.077
'0:03.257',-0.072,-1.197,-1.125,0.634,0.526,-1.161,0.169,0.155,0.416,0.053,-0.357,0.009,-0.386,-0.678,0.075
'0:03.258',-0.072,-1.195,-1.123,0.633,0.525,-1.159,0.169,0.154,0.414,0.053,-0.355,0.009,-0.382,-0.675,0.074
'0:03.259',-0.074,-1.194,-1.121,0.634,0.524,-1.157,0.164,0.152,0.412,0.051,-0.354,0.009,-0.382,-0.669,0.074
'0:03.260',-0.074,-1.194,-1.120,0.634,0.523,-1.157,0.168,0.151,0.412,0.051,-0.357,0.006,-0.387,-0.668,0.074
'0:03.261',-0.069,-1.189,-1.121,0.628,0.526,-1.155,0.172,0.153,0.411,0.052,-0.356,0.007,-0.385,-0.673,0.080
'0:03.262',-0.071,-1.190,-1.119,0.631,0.524,-1.155,0.165,0.152,0.410,0.052,-0.356,0.007,-0.385,-0.676,0.087
'0:03.263',-0.078,-1.194,-1.116,0.636,0.519,-1.155,0.163,0.150,0.408,0.049,-0.360,0.003,-0.386,-0.676,0.085
'0:03.264',-0.074,-1.192,-1.117,0.633,0.521,-1.155,0.162,0.150,0.408,0.048,-0.364,0.001,-0.387,-0.670,0.081
'0:03.265',-0.074,-1.188,-1.114,0.631,0.520,-1.151,0.163,0.148,0.409,0.045,-0.363,0.002,-0.385,-0.664,0.080
'0:03.266',-0.073,-1.190,-1.117,0.631,0.522,-1.153,0.165,0.150,0.408,0.046,-0.362,0.002,-0.385,-0.663,0.085
'0:03.267',-0.067,-1.185,-1.119,0.626,0.526,-1.152,0.166,0.152,0.409,0.047,-0.362,0.004,-0.382,-0.663,0.093
'0:03.268',-0.068,-1.185,-1.117,0.626,0.525,-1.151,0.163,0.148,0.406,0.044,-0.362,0.002,-0.381,-0.667,0.090
'0:03.269',-0.071,-1.186,-1.115,0.628,0.522,-1.151,0.163,0.147,0.406,0.044,-0.362,0.002,-0.383,-0.665,0.086
'0:03.270',-0.072,-1.185,-1.113,0.628,0.521,-1.149,0.164,0.149,0.406,0.045,-0.364,0.002,-0.383,-0.666,0.085
'0:03.271',-0.070,-1.185,-1.117,0.627,0.524,-1.151,0.163,0.149,0.407,0.043,-0.365,0.002,-0.383,-0.671,0.083
'0:03.272',-0.072,-1.185,-1.113,0.628,0.521,-1.149,0.163,0.150,0.408,0.042,-0.363,0.003,-0.381,-0.668,0.082
'0:03.273',-0.072,-1.189,-1.117,0.630,0.522,-1.153,0.159,0.148,0.408,0.042,-0.362,0.003,-0.379,-0.672,0.081
'0:03.274',-0.066,-1.190,-1.125,0.628,0.530,-1.157,0.159,0.148,0.406,0.043,-0.362,0.003,-0.377,-0.673,0.081
'0:03.275',-0.063,-1.186,-1.123,0.624,0.530,-1.155,0.165,0.151,0.407,0.043,-0.362,0.004,-0.379,-0.667,0.079
'0:03.276',-0.060,-1.183,-1.123,0.621,0.532,-1.153,0.162,0.151,0.409,0.043,-0.364,0.003,-0.378,-0.670,0.079
'0:03.277',-0.062,-1.183,-1.121,0.622,0.529,-1.151,0.165,0.150,0.410,0.046,-0.361,0.004,-0.379,-0.670,0.077
'0:03.278',-0.067,-1.185,-1.117,0.625,0.525,-1.151,0.166,0.149,0.408,0.045,-0.358,0.005,-0.377,-0.674,0.077
'0:03.279',-0.070,-1.185,-1.115,0.627,0.522,-1.149,0.160,0.146,0.406,0.043,-0.361,0.004,-0.374,-0.678,0.078
'0:03.280',-0.072,-1.181,-1.109,0.626,0.518,-1.145,0.164,0.145,0.406,0.043,-0.360,0.005,-0.377,-0.670,0.077
'0:03.281',-0.069,-1.178,-1.109,0.623,0.520,-1.143,0.163,0.147,0.407,0.047,-0.357,0.008,-0.376,-0.663,0.076
'0:03.282',-0.070,-1.178,-1.107,0.624,0.519,-1.143,0.161,0.147,0.408,0.049,-0.356,0.008,-0.378,-0.668,0.076
'0:03.283',-0.065,-1.167,-1.103,0.616,0.519,-1.135,0.166,0.152,0.413,0.052,-0.351,0.015,-0.369,-0.666,0.075
'0:03.284',-0.059,-1.164,-1.104,0.612,0.522,-1.134,0.166,0.155,0.416,0.053,-0.349,0.015,-0.366,-0.651,0.075
'0:03.285',-0.062,-1.173,-1.111,0.618,0.525,-1.143,0.163,0.148,0.408,0.044,-0.359,0.004,-0.376,-0.653,0.081
'0:03.286',-0.069,-1.177,-1.109,0.623,0.520,-1.143,0.165,0.148,0.408,0.043,-0.361,0.004,-0.379,-0.659,0.084
'0:03.287',-0.077,-1.179,-1.101,0.627,0.512,-1.140,0.166,0.150,0.411,0.045,-0.361,0.004,-0.381,-0.663,0.080
'0:03.288',-0.070,-1.173,-1.103,0.622,0.516,-1.138,0.166,0.149,0.410,0.045,-0.362,0.001,-0.382,-0.661,0.079
'0:03.289',-0.070,-1.171,-1.101,0.620,0.516,-1.136,0.166,0.151,0.412,0.044,-0.362,0.003,-0.381,-0.653,0.081
'0:03.290',-0.074,-1.174,-1.099,0.624,0.512,-1.137,0.166,0.151,0.409,0.043,-0.365,0.001,-0.383,-0.650,0.082
'0:03.291',-0.074,-1.175,-1.101,0.624,0.513,-1.137,0.169,0.152,0.410,0.045,-0.363,0.002,-0.384,-0.646,0.081
'0:03.292',-0.074,-1.177,-1.103,0.625,0.514,-1.140,0.172,0.154,0.413,0.048,-0.359,0.005,-0.383,-0.645,0.083
'0:03.293',-0.073,-1.175,-1.103,0.624,0.515,-1.139,0.171,0.154,0.414,0.049,-0.357,0.005,-0.383,-0.645,0.089
'0:03.294',-0.073,-1.169,-1.095,0.621,0.511,-1.132,0.172,0.153,0.414,0.051,-0.356,0.008,-0.382,-0.643,0.080
'0:03.295',-0.073,-1.165,-1.092,0.619,0.510,-1.129,0.174,0.156,0.418,0.056,-0.354,0.012,-0.380,-0.644,0.072
'0:03.296',-0.071,-1.161,-1.089,0.616,0.509,-1.125,0.177,0.160,0.423,0.059,-0.351,0.017,-0.378,-0.637,0.077
'0:03.297',-0.066,-1.156,-1.090,0.611,0.512,-1.123,0.174,0.159,0.424,0.063,-0.346,0.019,-0.375,-0.634,0.075
'0:03.298',-0.061,-1.155,-1.094,0.608,0.516,-1.124,0.172,0.161,0.425,0.065,-0.346,0.021,-0.373,-0.637,0.076
'0:03.299',-0.061,-1.149,-1.087,0.605,0.514,-1.118,0.176,0.162,0.427,0.064,-0.347,0.021,-0.372,-0.630,0.075
'0:03.300',-0.060,-1.145,-1.085,0.603,0.512,-1.115,0.182,0.165,0.431,0.068,-0.342,0.026,-0.370,-0.626,0.070
'0:03.301',-0.060,-1.145,-1.085,0.603,0.513,-1.115,0.185,0.168,0.433,0.072,-0.339,0.031,-0.372,-0.626,0.068
'0:03.302',-0.061,-1.146,-1.085,0.603,0.512,-1.115,0.184,0.168,0.433,0.072,-0.340,0.029,-0.372,-0.628,0.068
'0:03.303',-0.062,-1.143,-1.081,0.603,0.510,-1.113,0.185,0.168,0.434,0.073,-0.338,0.030,-0.370,-0.628,0.066
'0:03.304',-0.066,-1.140,-1.074,0.603,0.504,-1.107,0.188,0.167,0.435,0.071,-0.339,0.029,-0.371,-0.618,0.063
'0:03.305',-0.070,-1.137,-1.067,0.603,0.499,-1.101,0.190,0.168,0.440,0.072,-0.339,0.029,-0.371,-0.614,0.061
'0:03.306',-0.072,-1.136,-1.064,0.604,0.496,-1.100,0.189,0.168,0.439,0.073,-0.339,0.029,-0.371,-0.617,0.057
'0:03.307',-0.076,-1.139,-1.063,0.608,0.493,-1.101,0.188,0.166,0.438,0.072,-0.341,0.029,-0.372,-0.619,0.058
'0:03.308',-0.079,-1.139,-1.061,0.609,0.491,-1.100,0.187,0.166,0.435,0.071,-0.341,0.029,-0.374,-0.619,0.057
'0:03.309',-0.076,-1.137,-1.060,0.606,0.492,-1.099,0.189,0.169,0.438,0.073,-0.340,0.029,-0.372,-0.617,0.056
'0:03.310',-0.072,-1.135,-1.063,0.603,0.496,-1.099,0.189,0.171,0.443,0.074,-0.339,0.031,-0.368,-0.619,0.054
'0:03.311',-0.070,-1.135,-1.065,0.602,0.497,-1.099,0.187,0.172,0.442,0.073,-0.342,0.029,-0.369,-0.617,0.051
'0:03.312',-0.065,-1.127,-1.062,0.596,0.498,-1.094,0.191,0.175,0.446,0.076,-0.341,0.032,-0.367,-0.609,0.051
'0:03.313',-0.065,-1.125,-1.061,0.595,0.498,-1.093,0.190,0.175,0.446,0.074,-0.342,0.029,-0.369,-0.612,0.048
'0:03.314',-0.068,-1.128,-1.060,0.598,0.497,-1.094,0.189,0.177,0.447,0.076,-0.343,0.028,-0.372,-0.618,0.043
'0:03.315',-0.064,-1.124,-1.060,0.594,0.498,-1.092,0.190,0.178,0.448,0.080,-0.339,0.030,-0.369,-0.617,0.044
'0:03.316',-0.067,-1.124,-1.057,0.595,0.495,-1.091,0.186,0.176,0.446,0.077,-0.341,0.028,-0.368,-0.614,0.045
'0:03.317',-0.070,-1.125,-1.055,0.598,0.492,-1.090,0.185,0.175,0.445,0.076,-0.342,0.025,-0.370,-0.614,0.046
'0:03.318',-0.067,-1.123,-1.056,0.595,0.495,-1.089,0.183,0.174,0.444,0.076,-0.343,0.025,-0.369,-0.614,0.049
'0:03.319',-0.067,-1.121,-1.054,0.594,0.493,-1.087,0.185,0.175,0.446,0.076,-0.343,0.024,-0.370,-0.613,0.050
'0:03.320',-0.072,-1.122,-1.050,0.597,0.489,-1.086,0.187,0.177,0.447,0.077,-0.342,0.025,-0.372,-0.611,0.046
'0:03.321',-0.071,-1.119,-1.048,0.595,0.488,-1.083,0.187,0.179,0.450,0.083,-0.339,0.029,-0.369,-0.609,0.046
'0:03.322',-0.074,-1.112,-1.038,0.593,0.482,-1.075,0.189,0.180,0.454,0.086,-0.333,0.034,-0.368,-0.600,0.046
'0:03.323',-0.074,-1.101,-1.026,0.587,0.476,-1.063,0.186,0.177,0.456,0.089,-0.327,0.040,-0.365,-0.589,0.044
'0:03.324',-0.071,-1.089,-1.018,0.580,0.473,-1.054,0.184,0.170,0.452,0.088,-0.325,0.041,-0.364,-0.582,0.046
'0:03.325',-0.070,-1.077,-1.007,0.574,0.469,-1.042,0.178,0.164,0.451,0.086,-0.323,0.045,-0.362,-0.562,0.052
'0:03.326',-0.073,-1.071,-0.998,0.572,0.463,-1.034,0.169,0.158,0.445,0.086,-0.323,0.044,-0.365,-0.554,0.054
'0:03.327',-0.075,-1.068,-0.993,0.571,0.460,-1.030,0.166,0.153,0.443,0.086,-0.321,0.045,-0.369,-0.548,0.057
'0:03.328',-0.074,-1.062,-0.989,0.568,0.458,-1.026,0.161,0.151,0.446,0.087,-0.315,0.052,-0.363,-0.538,0.059
'0:03.329',-0.069,-1.060,-0.991,0.564,0.462,-1.026,0.156,0.152,0.449,0.091,-0.309,0.056,-0.361,-0.540,0.060
'0:03.330',-0.066,-1.058,-0.992,0.561,0.464,-1.024,0.157,0.154,0.452,0.094,-0.309,0.057,-0.360,-0.532,0.056
'0:03.331',-0.066,-1.053,-0.987,0.559,0.461,-1.020,0.152,0.153,0.451,0.094,-0.314,0.054,-0.360,-0.532,0.057
'0:03.332',-0.065,-1.048,-0.984,0.556,0.460,-1.016,0.151,0.153,0.452,0.092,-0.316,0.053,-0.359,-0.532,0.062
'0:03.333',-0.064,-1.048,-0.985,0.556,0.461,-1.017,0.147,0.151,0.449,0.091,-0.316,0.052,-0.360,-0.530,0.068
'0:03.334',-0.055,-1.045,-0.990,0.550,0.468,-1.018,0.140,0.151,0.448,0.093,-0.316,0.054,-0.359,-0.529,0.069
'0:03.335',-0.051,-1.040,-0.989,0.545,0.469,-1.014,0.142,0.155,0.450,0.097,-0.315,0.054,-0.358,-0.523,0.067
'0:03.336',-0.051,-1.041,-0.990,0.545,0.470,-1.016,0.139,0.153,0.448,0.095,-0.316,0.051,-0.359,-0.528,0.071
'0:03.337',-0.057,-1.050,-0.993,0.553,0.469,-1.022,0.131,0.148,0.440,0.089,-0.321,0.047,-0.364,-0.537,0.075
'0:03.338',-0.060,-1.056,-0.996,0.558,0.468,-1.026,0.125,0.144,0.436,0.086,-0.323,0.044,-0.364,-0.545,0.082
'0:03.339',-0.053,-1.056,-1.002,0.554,0.474,-1.029,0.124,0.146,0.438,0.086,-0.321,0.046,-0.358,-0.546,0.085
'0:03.340',-0.051,-1.055,-1.004,0.553,0.477,-1.030,0.124,0.148,0.436,0.086,-0.322,0.046,-0.356,-0.548,0.084
'0:03.341',-0.044,-1.052,-1.007,0.548,0.481,-1.030,0.121,0.146,0.435,0.086,-0.321,0.046,-0.354,-0.552,0.083
'0:03.342',-0.043,-1.054,-1.012,0.548,0.484,-1.033,0.120,0.146,0.431,0.083,-0.322,0.043,-0.354,-0.560,0.080
'0:03.343',-0.042,-1.055,-1.013,0.548,0.485,-1.034,0.122,0.142,0.427,0.079,-0.322,0.041,-0.355,-0.562,0.079
'0:03.344',-0.044,-1.056,-1.012,0.550,0.484,-1.034,0.116,0.139,0.423,0.075,-0.320,0.040,-0.352,-0.553,0.085
'0:03.345',-0.049,-1.060,-1.012,0.554,0.481,-1.036,0.117,0.137,0.418,0.070,-0.323,0.037,-0.351,-0.551,0.093
'0:03.346',-0.047,-1.062,-1.014,0.554,0.484,-1.038,0.117,0.133,0.416,0.067,-0.323,0.036,-0.351,-0.559,0.096
'0:03.347',-0.046,-1.066,-1.020,0.556,0.486,-1.042,0.107,0.128,0.412,0.066,-0.320,0.036,-0.350,-0.564,0.097
'0:03.348',-0.051,-1.069,-1.020,0.559,0.484,-1.044,0.106,0.128,0.411,0.066,-0.321,0.036,-0.350,-0.562,0.097
'0:03.349',-0.045,-1.069,-1.024,0.557,0.489,-1.046,0.113,0.132,0.415,0.068,-0.318,0.037,-0.348,-0.563,0.096
'0:03.350',-0.036,-1.069,-1.032,0.552,0.498,-1.051,0.114,0.134,0.416,0.070,-0.317,0.041,-0.342,-0.565,0.095
'0:03.351',-0.037,-1.073,-1.036,0.554,0.499,-1.054,0.112,0.138,0.420,0.072,-0.317,0.043,-0.336,-0.572,0.090
'0:03.352',-0.033,-1.076,-1.044,0.554,0.505,-1.060,0.111,0.140,0.423,0.073,-0.315,0.043,-0.334,-0.575,0.088
'0:03.353',-0.029,-1.082,-1.054,0.555,0.513,-1.068,0.106,0.142,0.423,0.074,-0.316,0.045,-0.331,-0.576,0.089
'0:03.354',-0.032,-1.087,-1.055,0.559,0.512,-1.071,0.111,0.144,0.427,0.079,-0.314,0.045,-0.329,-0.582,0.091
'0:03.355',-0.031,-1.086,-1.055,0.558,0.512,-1.071,0.120,0.150,0.431,0.086,-0.308,0.051,-0.328,-0.589,0.089
'0:03.356',-0.026,-1.085,-1.059,0.556,0.516,-1.073,0.121,0.157,0.436,0.089,-0.304,0.056,-0.324,-0.590,0.088
'0:03.357',-0.025,-1.090,-1.065,0.557,0.520,-1.077,0.119,0.153,0.434,0.086,-0.305,0.054,-0.321,-0.594,0.089
'0:03.358',-0.025,-1.093,-1.069,0.559,0.522,-1.081,0.117,0.157,0.434,0.087,-0.306,0.054,-0.319,-0.603,0.086
'0:03.359',-0.022,-1.099,-1.077,0.560,0.527,-1.088,0.116,0.161,0.438,0.088,-0.308,0.053,-0.318,-0.609,0.085
'0:03.360',-0.019,-1.108,-1.089,0.564,0.534,-1.098,0.116,0.156,0.433,0.085,-0.311,0.049,-0.321,-0.616,0.088
'0:03.361',-0.021,-1.113,-1.091,0.567,0.535,-1.102,0.119,0.156,0.431,0.084,-0.314,0.046,-0.325,-0.623,0.092
'0:03.362',-0.019,-1.112,-1.093,0.566,0.537,-1.103,0.116,0.157,0.429,0.083,-0.316,0.044,-0.324,-0.625,0.092
'0:03.363',-0.013,-1.105,-1.091,0.559,0.539,-1.098,0.112,0.158,0.429,0.082,-0.317,0.043,-0.320,-0.622,0.090
'0:03.364',-0.017,-1.104,-1.087,0.560,0.535,-1.095,0.116,0.159,0.432,0.082,-0.321,0.043,-0.320,-0.617,0.086
'0:03.365',-0.025,-1.109,-1.083,0.567,0.529,-1.097,0.119,0.158,0.434,0.082,-0.322,0.043,-0.320,-0.615,0.081
'0:03.366',-0.026,-1.110,-1.083,0.568,0.529,-1.097,0.118,0.159,0.438,0.085,-0.320,0.045,-0.318,-0.618,0.080
'0:03.367',-0.021,-1.108,-1.086,0.565,0.532,-1.097,0.118,0.162,0.441,0.087,-0.318,0.049,-0.315,-0.620,0.081
'0:03.368',-0.019,-1.107,-1.088,0.563,0.535,-1.097,0.121,0.169,0.447,0.092,-0.312,0.051,-0.312,-0.616,0.078
'0:03.369',-0.022,-1.108,-1.085,0.565,0.532,-1.097,0.123,0.170,0.450,0.097,-0.307,0.057,-0.311,-0.608,0.079
'0:03.370',-0.022,-1.107,-1.084,0.565,0.531,-1.095,0.126,0.170,0.451,0.101,-0.301,0.063,-0.308,-0.605,0.080
